C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_52_406.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_52_406.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_52_406.jpg, 0, 0, 0, 7.877364E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_52_780.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_52_780.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_52_780.jpg, 0, 0, 0, 7.796847E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_52_918.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_52_918.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_52_918.jpg, 0, 0, 0, 7.952057E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_53_056.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_53_056.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_53_056.jpg, 0, 0, 0, 7.789837E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_53_271.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_53_271.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_53_271.jpg, 0, 0, 0, 8.045655E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_53_400.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_53_400.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_53_400.jpg, 0, 0, 0, 7.994327E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_53_655.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_53_655.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_53_655.jpg, 0, 0, 0, 7.811103E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_53_802.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_53_802.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_53_802.jpg, 0, 0, 0, 7.883446E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_53_948.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_53_948.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_53_948.jpg, 0, 0, 0, 8.126802E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_54_069.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_54_069.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_54_069.jpg, 0, 0, 0, 7.732301E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_54_215.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_54_215.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_54_215.jpg, 0, 0, 0, 7.836177E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_54_404.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_54_404.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_54_404.jpg, 0, 0, 0, 7.83103E-05
C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\center_2022_09_18_21_17_54_564.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\left_2022_09_18_21_17_54_564.jpg, C:\Users\casti\OneDrive - Fatec Centro Paula Souza\BRIGUELA\SDCar\sdc_simulator\IMG\right_2022_09_18_21_17_54_564.jpg, 0, 0, 0, 7.822214E-05
